Con,Contp,Reg,AgtId,Agt,Dat,Status,Lgt,Agtp,Stage,StageSub,Part,ThrdPart,OthAgr,GCh,GChRhet,GChAntid,GChSubs,GChOth,GDis,GDisRhet,GDisAntid,GDisSubs,GDisOth,GAge,GAgeRhet,GAgeAntid,GAgeSubs,GAgeOth,GMig,GMigRhet,GMigAntid,GMigSubs,GMigOth,GRa,GRaRhet,GRaAntid,GRaSubs,GRaOth,GRe,GReRhet,GReAntid,GReSubs,GReOth,GInd,GIndRhet,GIndAntid,GIndSubs,GIndOth,GOth,GOthRhet,GOthAntid,GOthSubs,GOthOth,GRef,GRefRhet,GRefSubs,GRefOth,GSoc,GSocRhet,GSocAntid,GSocSubs,GSocOth,GeWom,GeMe,GeMeNu,GeMeOth,GeSo,GeFa,StDef,StGen,StCon,StSd,StRef,StSym,StInd,StUni,StBor,StXbor,Pol,PolGen,PolNewInd,PolNewTemp,ConRen,Cons,Ele,ElecComm,PolPar,Civso,Tral,Pubad,Polps,PpsSt,PpsSub,PpsEx,PpsOro,PpsOthPr,PpsVet,PpsAut,PpsInt,PpsOth,Terps,TpsSub,TpsLoc,TpsAut,TpsOth,Eps,EpsRes,EpsOth,Mps,MpsMe,MpsJt,MpsOth,HrGen,EqGen,HrDem,Prot,HrFra,HrfSp,HrfBor,HrfTinc,HrfOth,HrCp,CprLife,CprTort,CprEq,CprSlav,CprLib,CprDet,CprFmov,CprFspe,CprFass,CprTria,CprPriv,CprVote,CprReli,CprOth,HrSec,SerProp,SerWork,SerHeal,SerEdu,SerStdl,SerShel,SerSs,SerCult,SerOth,HrNi,HrNiMe,HrNiNe,HrNiOth,HrIi,HrIiMon,HrIiBod,HrIiOth,HrMob,HrDet,Med,MedGov,MedSubs,MedLog,MedOth,HrCit,CitGen,CitRights,CitDef,CitOth,JusCr,JusCrSp,JusCrSys,JusCrPow,JusEm,JusJu,JusPri,JusTra,Dev,NEC,NatRes,IntFu,Bus,Tax,TaxPo,TaxRef,TaxOth,Ban,CenBan,BanPers,BanInt,BanXb,LaRef,LaRefMan,LaRefRet,LaRefOth,LaNom,LaCH,LaCHTa,LaCHIt,LaCHPro,LaCHOth,LaEn,Wat,SsrGua,Ce,CeProv,CeGen,SsrPol,SsrArm,SsrDdr,DdrDemil,DdrProg,SsrInt,SsrPsf,SsrFf,Cor,SsrCrOcr,SsrDrugs,Terr,TjGen,TjAm,TjAmPro,TjSan,TjPower,TjCou,TjJaNc,TjJaIc,TjMech,TjPrire,TjVet,TjVic,TjMis,TjRep,TjRSym,TjRMa,TjNR,ImUN,ImOth,ImRef,ImPK,ImE,ImSrc
Colombia,Government,Americas,1117,Primera Declaración Conjunta Gobierno Nacional – Movimiento Jaime Bateman Cayón,01/10/1995,Multiparty signed/agreed,2,Intra,Pre,Prin,"For the National Goverment,

DANIEL GARCÍA-PEÑA /ARAMILLO
For the Movement Jaime Bateman Gayon,

PA-X, Peace Agreement Access Tool (Translation © University of Edinburgh)
www.peaceagreements.org
2
JORGE ELIÉCER ZAPATA
Spokeperson

RUBEN SÁNCHEZ DAVID, ALEJO VARGAS VELASQUEZ,
","For the Peace Facilitation Commission,
MONSIGNOR ALBERTO GIRALDO JARAMILLO, MONSIGNOR HÉCTOR GUTIÉRREZ PABÓN, NUBY FERNÁNDEZ, ALFONSO 
LIZARAZO, L/ BARDO OREJUELA DÍAZ, GERMÁN ROJAS NIÑO
House of Representatives Peace Commission
JOSE MAYA GARCIA, YOLIMA ESPINOSA VERA.
",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Colombia,Government,Americas,148,"Acuerdo Político Final, Gobierno Nacional - Frente Francisco Garnica de la Coordinadora Guerrillera",30/06/1994,Multiparty signed/agreed,7,Intra,SubPar,MultIss,"For the national government:
CESAR GAVIRIA TRUJILLO, President of the Republic
CARLOS EDUARDO JARAMILLO, Presidential Peace Councillor
FABIO VILLEGAS RAMIREZ, Minister of the Interior

For FFG:
LIBARDO ESCALANTE SIERRA
HIERTA DIAZ
JOSE FELIX PADILLA YEPES
LIBARDO LEONES LANDERO","Witness: Monsenor Guillermo Vega, Conferencia Episcopal de Colombia",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1
Colombia,Government,Americas,919,Comunicado entre el Gobierno Nacional y el Frente Francisco Garnica,14/06/1994,Multiparty signed/agreed,2,Intra,Pre,Proc,"For the national government:

PA-X, Peace Agreement Access Tool (Translation © University of Edinburgh)
www.peaceagreements.org
2
•    CARLOS EDUARDO JARAMILLO C., Presidential Council for Peace
•    GONZALO DE FRANCISCO Z., Peace Council Adviser
•    RUBÉN DARÍO RAMÍREZ, Peace Council Adviser
For FFGCG:

•    AGUSTÍN ROJAS
•    HERTA DÍAZ
•    JUAN MIRANDA
•    SILFREDO SANDINO
","
For the church:
•    MONSIGNOR GUILLERMO VEGA, Colombian Episcopal Conference
•    PRESBYTER JOSÉ PEÑA, Archdiocese of Cartagena
",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Colombia,Government,Americas,147,"Acuerdo para la Paz y la Convivencia Ciudadana, Gobierno Nacional, Departamental y Municipal y Melicias Populares del Pueblo y para el Pueblo, Milicias Independientes, de Valle de Aburra y Milicias Metropolitanas, de la Ciudad de Medellin",26/05/1994,Multiparty signed/agreed,12,Intra,SubComp,FrAg,"Por el Gobierno Nacional: CÉSAR GAVIRIA TRUJILLO Presidente de la República FABIO VILLEGAS RAMÍREZ Ministro de Gobierno JORGE ORLANDO MELO Consejero Presidencial para Medellín y su Area Metropolitana LUIS ALFREDO RAMOS BOTERO Alcalde de Medellín CARLOS EDUARDO JARAMILLO CASTILLO Consejero Presidencial para la Paz JUAN GOMEZ MARTÍNEZ Gobernador de Antioquia

Por las Milicias: Negociadores: CARLOS HERMAN CORREA HENAO ROBERTO EMILIO BEDOYA FERLY WEIMAR OROZCO MUÑOZ Voceros: JAMES ORREGO GONZALO CASTAÑO JOEL DE JESUS MAZO RAMIREZ HECTOR HERNANDO BENITEZ MORENO ARLES DE JESUS AGUIRRE ARLES RODRIGUEZ MORA",Testigo-Tutor: MONSEÑOR HECTOR FABIO HENAO,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,0,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Colombia,Government,Americas,173,"Acuerdo Politico Final, Gobierno Nacional y Corriente de Renovacion Socialista",09/04/1994,Multiparty signed/agreed,16,Intra,SubComp,FrAg,"Por el Gobierno Nacional
CESAR GAVIRIA TRUJILLO Presidente de la República
CARLOS EDUARDO JARAMILLO Consejero Presidencial para la paz
FABIO VILLEGAS RAMÍREZ Ministro de Gobierno
Por la Corriente de Renovación Socialista
JOSÉ ARISTIZABAL FERNANDO HERNÁNDEZ ADOLFO BULA",Testigo Tutor Presbítero RAMÓN GONZÁLEZ MORA,,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,3,1,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,1
Colombia,Government,Americas,1111,"Acuerdo Inicial entre el Gobierno Nacional, las Milicias Populares del Pueblo y para el Pueblo y las Milicias Populares Independientes del Valle de Aburrá",15/02/1994,Multiparty signed/agreed,7,Intra,Pre,PreMix,"Por el Gobierno: FABIO VILLEGAS RAMÍREZ Ministro de Gobierno CARLOS E. JARAMILLO CASTILLO Consejero Presidencia para la Paz JORGE ORLANDO MELO Consejero Presidencial para Medellín y su Area Metropolitana CAMILO GRANADA Consejero Presidencial para la Seguridad Nacional JUAN GÓMEZ MARTÍNEZ Gobernador de Antioquia LUIS ALFREDO RAMOS BOTERO Alcalde de Medellín
TOMÁS CONCHA SANZ Jefe Programa de Reinserción
Por las Milicias Populares del Pueblo y para el Pueblo:
ARLES AGUIRRE ROBERTO EMILIO BEDOYA CARLOS CORREA

Por las Milicias Popolares Independientes del Valle de Aburrá:
FERLY WIMAN OROZCO M. ARLES RODRÍGUEZ MORA HÉCTOR FABIO BENITEZ","Representante de la Iglesia:
MONSEÑOR HÉCTOR FABIO HENAO GAVIRIA Testigo-Tutor
TESTIGOS:
MARIO AGUDELO Esperanza Paz y Libertad ALEX UZUGA Esperanza Paz y Libertad Medellín, Antioquia",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Colombia,Government,Americas,1110,"Acuerdo General entre el Gobierno y la Corriente de Renovación Socialista, Flor del Monte",14/01/1994,Multiparty signed/agreed,2,Intra,Imp,ImpMod,"For the national government:
CARLOS EDUARDO JARAMILLO CASTILLO, Presidential Peace Councillor
JORGE GARCÍA GONZÁLEZ, Deputy Minister of the Interior

For CRS:
JOSÉ ARISTIZABAL
FERNANDO HERNÁNDEZ","Witness:
RAMÓN GONZÁLEZ MORA, Presbyter",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Colombia,Government,Americas,1341,"Acuerdo Gobierno nacional-CRS, Flor del Monte",18/12/1993,Multiparty signed/agreed,3,Intra,Pre,PreMix,"Por el Gobierno nacional FABI0 VILLEGAS RAMIREZ Ministro de Gobierno CARLOS EDUARDO JARAMILLO

Por la Corriente de Renovacion Socialista GABRIEL BORIA JACINTO RUJZ","Consejero para la Paz Testigo Tutor MONSEÑOR NEL BELTRAN Obispo de Sincelejo

OBSERVADOR INTERNACIONAL JEAN DROSS Embajador Países Bajos ante el Gobierno de Colombia",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
Colombia,Government,Americas,1109,"Comunicado Conjunto, Gobierno-CGSB: Gobierno ofrece Garantías y México apoya el Retorno de Negociadores de la CGSB, Bogotá-Tlaxcala",29/06/1992,Multiparty signed/agreed,2,Intra,Pre,Proc,"For the Colombian government:
HORACIO SERPA URIBE, Presidential Council for Peace

For CGSB:
ALFONSO CANO
IVÁN MÁRQUEZ","International witness:
SERGIO ROMERO CUEVAS, Ambassador",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Colombia,Government,Americas,164,"Acuerdo entre los Comandos Ernesto Rojas y el Gobierno Nacional, Protocolo de Adhesion al Acuerdo de Paz del EPL",20/03/1992,Multiparty signed/agreed,3,Intra,Imp,ExtPar,"Por el Gobierno Nacional
GONZALO DE FRANCISCO
Consejería para la Paz
EDUARDO DIAZ URIBE
Consejería para la Paz
JOSE NOE RIOS
Consejería para la Paz
JHON GOMEZ MARTINEZ
Director Programa Presidencial para la Reinserción
Por los Comandos Ernesto Rojas
ALEX CHACON
HECTOR TANGARIFE","CARLOS ESPINOSA FACCIO LINCE
Presidente del Senado de la República
Presbítero FERNANDO GARCÍA
Secretario Pastoral Social Conferencia Episcopal
DARÍO MEJÍA
ExConstituyente
En la condición de reinsertados de EPL
JAIRO DE J. ECHEVERRI MONTOYA.
JOSE MORENO ROJAS.",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Colombia,Government,Americas,1108,"Declaración Conjunta, Comisión de Paz de la Cámara y CGSB, Tlaxcala",18/03/1992,Multiparty signed/agreed,2,Intra,Pre,Prin,"House of Representatives peace delegation:
•    Jorge Ariel Infante
•    Dilia Estrada
•    Ramiro Lucio
•    Manuel Cepeda
•    Alfonso López Cossio
•    Gilberto Flórez

CGSB Negotiating commission:

•    Alfonso Cano, FARC
•    Iván Márquez, FARC
•    Pablo Catatumbo, FARC
•    Guillermo Zuluaga, FARC
•    Tomas Lince, FARC
•    Andrés París, FARC
•    Antonio García, ELN
•    Luis Carlos Guerrero, ELN
•    Diego Ruíz, EPL
•    Asdrúbal Jiménez, EPL
",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Colombia,Government,Americas,1107,"Comunicado, Comisiones Negociadoras del Gobierno y la CGSB, Agenda de Temas.",13/03/1992,Multiparty signed/agreed,2,Intra,Pre,Proc,"Por el Gobierno nacional:
HORACIO SERPA URIBE HÉCTOR RIVEROS SERRATO
Por la Coordinadora Guerrillera Simon Bolívar:
ALFONSO CANO IVAN MARQUEZ ANTONIO GARCIA DIEGO RUIZ
PABLO CATATUMBO GUILLERMO ZULUAGA
TOMAS LINCE
ANDRES PARIS
ASDRUBAL JIMENEZ

",International witness: Sergio Romero Cuevas,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Colombia,Government,Americas,1106,"Comunicado de las Comisiones Negociadoras del Gobierno y la CGSB, Reinicio del Diálogo en México",03/03/1992,Multiparty signed/agreed,1,Intra,Ren,Repre,"Agreement is not signed, but stated to be an agreement of the National Government and the Gobierno Nacional, SIMÓN BOLÍVAR GUERRILLA COORDINATING BOARD(CGSB)",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Colombia,Government,Americas,1105,"Comunicado Conjunto de las Comisiones Negociadoras del Gobierno y la CGSB, Aplazamiento de las Conversaciones",07/02/1992,Multiparty signed/agreed,1,Intra,Ren,Resub,"GOVERNMENT NEGOTIATING COMMISSION AND THE CGSB NEGOTIATING COMMISSION
",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Colombia,Government,Americas,1104,"Acta de Resumen, Reuniones entre el Gobierno de Colombia y la CGSB",10/11/1991,Multiparty signed/agreed,3,Intra,Pre,Conf,"Por la Delegación del Gobierno: JESUS A. BEJARANO A. Consejero Presidencial HÉCTOR RIVEROS S. Viceministro de Gobierno
CARLOS JARAMILLO Asesor Consejeria de Paz HUMBERTO VERGARA Asesor Consejeria de Paz ÁLVARO HERNÁNDEZ Asesor Consejeria de Paz TOMÁS CONCHA S. Asesor Consejería de Paz

Por la delegación de la CGSB:
ALFONSO CANO, FARC-EP IVÁN MÁRQUEZ, FARC-EP PABLO CATA TUMBO, FARC-EP ANTONIO GARCÍA, UC-ELN FRANCISCO GALÁN, UC-ELN DIEGO RUIZ, EPL","En presencia de los miembros de la Comisión Asesora para el Orden Público quienes rubrican la presente declaración, doctors:
HORACIO SERPA URIBE, OTTY PATIÑO, GILBERTO VIEIRA, SAULO ARBOLEDA, JUAN GABRIEL URIBE, CARLOS RODADO N. Esta acta también es rubricada por el Testigo Internacional, doctor EMILIO FIGUEREOO PLANCHART",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
Colombia,Government,Americas,1103,"Comunicado Gobierno-CGSB, Acuerdo sobre Sesiones Prensa, Vocerías y Testigo Internacional, Tercera Ronda, Caracas",06/09/1991,Multiparty signed/agreed,1,Intra,Pre,Proc,"Not signed by stated to be the document of representatives of the Colombian government and the Simón Bolívar Guerrilla Coordinating Board (Coordinadora Guerrillera Simón Bolívar, CGSB).",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
